post_title,post_slug,post_status,post_type,post_category,post_content,post_address,city,region,zip,country,post_latitude,post_longitude,geodir_contact_phone,geodir_email,geodir_website,geodir_practice_name,street,geodir_license_type,geodir_license_number,geodir_license_state,geodir_license_verified,geodir_specializations,geodir_insurance_accepted,geodir_sliding_scale,geodir_price_range_min,geodir_price_range_max,geodir_session_length,geodir_telehealth,geodir_telehealth_platform,geodir_accepting_new_patients,geodir_wait_time,geodir_languages,geodir_therapy_approaches,geodir_age_groups_served,geodir_gender,geodir_years_experience,geodir_education,geodir_profile_image_url,geodir_google_rating,geodir_google_review_count,geodir_last_verified_date,geodir_data_source,geodir_enrichment_status
Counsel RVA,counsel-rva-midlothian-va,publish,gd_place,Therapist,"Counsel RVA in Midlothian, VA. Specializes in Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family. Accepts Aetna, Anthem, Medicaid. Telehealth available.","13805 Village Mill Dr Ste 201 Ste 103, Midlothian, VA 23114",Midlothian,VA,23114,US,37.5026162,-77.65482589999999,(804) 404-6553,,http://counselrva.com,,13805 Village Mill Dr Ste 201 Ste 103,,,VA,,"Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, Grief, PTSD/Trauma, Stress Management","Aetna, Anthem, Medicaid",Unknown,,,,Yes - Video,,Unknown,,,"Art Therapy, CBT, EMDR, Humanistic",,,,s](https://counselrva.com/workshops/); ma Therapy](https://counselrva.com/trauma/),,4.3,3,2026-02-18,outscraper,enriched_full
Solid Foundation - VA Wedding Officiant/Premarital Counselor,solid-foundation-va-wedding-officiantpremarital-counselor-henrico-va,publish,gd_place,Therapist,"Solid Foundation - VA Wedding Officiant/Premarital Counselor in Henrico, VA. Specializes in Anger Management, Couples/Marriage, Stress Management.","3304 N Parham Rd, Henrico, VA 23294",Henrico,VA,23294,US,37.6294172,-77.53836319999999,(804) 404-3110,,http://solidfoundationvaofficiant.com,,3304 N Parham Rd,,,VA,,"Anger Management, Couples/Marriage, Stress Management",,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,0,2026-02-18,outscraper,enriched_basic
Alexandria Counseling Center,alexandria-counseling-center-alexandria-va,publish,gd_place,Therapist,"Alexandria Counseling Center (PhD) in Alexandria, VA. Specializes in Couples/Marriage, Family, Stress Management. Accepts BlueCross BlueShield, CareFirst, Medicare.","416 Prince St, Alexandria, VA 22314",Alexandria,VA,22314,US,38.8034914,-77.0447592,(703) 518-8852,,http://alexandriacounselingcenterassociates.com,,416 Prince St,PhD,,VA,,"Couples/Marriage, Family, Stress Management","BlueCross BlueShield, CareFirst, Medicare",Unknown,,,,Unknown,,Unknown,,,CBT,,,,ba TherapySites.](https://www.therapysites.com),,3.7,3,2026-02-18,outscraper,enriched_full
Teen Talk Counseling,teen-talk-counseling-fairfax-va,publish,gd_place,Therapist,"Teen Talk Counseling in Fairfax, VA. Specializes in ADHD, Anxiety, Child/Adolescent, Couples/Marriage, Depression. Accepts Anthem, BlueCross BlueShield, CareFirst and 4 more. Telehealth available. Currently accepting new patients.","11198 Lee Hwy D2, Fairfax, VA 22030",Fairfax,VA,22030,US,38.8527789,-77.3315983,(703) 544-7993,,http://www.teentalkcounseling.com,,11198 Lee Hwy d2,,,VA,,"ADHD, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, Grief, LGBTQ+, Life Transitions, Stress Management","Anthem, BlueCross BlueShield, CareFirst, Humana, Kaiser Permanente, Out-of-Network, Tricare",Unknown,75.0,200.0,,Yes - Video,Jane App,Yes,,,,,,,ms on your behalf; ms of Use ](https://www.teentalkcounseling.com/terms-of-use/),,5.0,4,2026-02-18,outscraper,enriched_full
New Town Counseling Center,new-town-counseling-center-williamsburg-va,publish,gd_place,Therapist,"New Town Counseling Center in Williamsburg, VA. Specializes in ADHD, Addiction, Anger Management, Anxiety, Autism Spectrum. Accepts Anthem, BlueCross BlueShield, Humana and 6 more. Telehealth available.","5388 Discovery Park Blvd Ste 120B, Williamsburg, VA 23188",Williamsburg,VA,23188,US,37.2826274,-76.7415429,(757) 345-5588,,http://newtowncc.com,,5388 Discovery Park Blvd STE 120B,,,VA,,"ADHD, Addiction, Anger Management, Anxiety, Autism Spectrum, Child/Adolescent, Chronic Illness, Couples/Marriage, Depression, Family, Grief, Life Transitions, OCD, PTSD/Trauma, Perinatal/Postpartum, Stress Management","Anthem, BlueCross BlueShield, Humana, Medicaid, Medicare, Self-Pay Only, Sentara Health Plans, Tricare, UnitedHealthcare",Yes,175.0,175.0,,Yes - Video,,Unknown,,,"CBT, DBT, EMDR, Humanistic, Mindfulness-Based, Narrative Therapy, Solution-Focused, Somatic",,,,"in marriage and family counseling from the college of william & mary and has experience working with children, teenagers, couples, individuals, and families; in clinical mental health counseling from regent university and has experience working with children, adolescents, adults, and geriatrics; in neurotherapy and trauma",,4.7,3,2026-02-18,outscraper,enriched_full
Thriveworks Counseling & Psychiatry Richmond,thriveworks-counseling-psychiatry-richmond-richmond-va,publish,gd_place,Therapist,"Thriveworks Counseling & Psychiatry Richmond (MD/Psychiatrist) in Richmond, VA. Specializes in ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder. Accepts Aetna, Anthem, Beacon Health and 7 more. Telehealth available.","5310 Markel Rd Unit 102, Richmond, VA 23230",Richmond,VA,23230,US,37.5845407,-77.4993095,(804) 312-5498,,https://thriveworks.com/richmond-therapy/%3Futm_source%3DGMBlisting%26utm_medium%3Dorganic%26field%253A8499441%3DGMB,,5310 Markel Rd UNIT 102,MD/Psychiatrist,,VA,,"ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, Grief, LGBTQ+, PTSD/Trauma, Stress Management","Aetna, Anthem, Beacon Health, BlueCross BlueShield, Cigna, Humana, Medicare, Self-Pay Only, Tricare, UnitedHealthcare",Unknown,24.0,24.0,,Yes - Video,,Unknown,,,"CBT, DBT, EFT, EMDR, Mindfulness-Based, Motivational Interviewing, Narrative Therapy",,,,](https://thriveworks.com/richmond-therapy/%3futm_source%3dgmblisting%26utm_medium%3dorganic%26field%253a8499441%3dgmb); ma & PTSD](https://thriveworks.com/find-help/trauma-ptsd-therapy/); ms ](https://thriveworks.com/privacy-policy-terms-use/),,4.3,283,2026-02-18,outscraper,enriched_full
"Light Counseling - Colonial Heights, VA",light-counseling-colonial-heights-va-colonial-heights-va,publish,gd_place,Therapist,"Light Counseling - Colonial Heights, VA (PhD) in Colonial Heights, VA. Specializes in Addiction, Anger Management, Anxiety, Couples/Marriage, Depression. Accepts Horizon BCBS.","215 Temple Ave Ste B, Colonial Heights, VA 23834",Colonial Heights,VA,23834,US,37.2582802,-77.4082952,(804) 592-2793,,https://lightcounseling.net/locations/colonial-heights/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle_business_profile%26utm_content%3Dcolonial_heights,,215 Temple Ave STE B,PhD,,VA,,"Addiction, Anger Management, Anxiety, Couples/Marriage, Depression, Grief, PTSD/Trauma",Horizon BCBS,Unknown,,,,Unknown,,Unknown,,,,,,,ma and PTSD](https://lightcounseling.net/conditions/trauma-and-ptsd/),,5.0,4,2026-02-18,outscraper,enriched_full
Loudoun Family & Relationship Counseling,loudoun-family-relationship-counseling-leesburg-va,publish,gd_place,Therapist,"Loudoun Family & Relationship Counseling in Leesburg, VA. Specializes in Couples/Marriage, Family, Stress Management.","2 Cardinal Park Dr SE Suite 104A, Leesburg, VA 20175",Leesburg,VA,20175,US,39.1002814,-77.5388783,(703) 936-1185,,https://loudouncounselingcenter.com,,2 Cardinal Park Dr SE Suite 104A,,,VA,,"Couples/Marriage, Family, Stress Management",,Unknown,,,,Unknown,TheraNest,Unknown,,,,,,,"for professionals](https://loudouncounselingcenter.com/training-for-professionals); s for therapists, consultations for organizations, and more; and consultations. ](https://loudouncounselingcenter.com/training-for-professionals) [ ![](https://brightervisionclients.com/resize/65b17799ffa9029ccde6d7dd/attachments/ea17e40f-be38-4fae-944c-b49c1b3",,4.0,0,2026-02-18,outscraper,enriched_basic
Beyond the Image Christian Counseling,beyond-the-image-christian-counseling-midlothian-va,publish,gd_place,Therapist,"Beyond the Image Christian Counseling in Midlothian, VA. Specializes in ADHD, Anger Management, Anxiety, Bipolar Disorder, Child/Adolescent. Accepts Aetna, Anthem, BlueCross BlueShield and 5 more.","6709 Lake Harbour Dr, Midlothian, VA 23112",Midlothian,VA,23112,US,37.4057989,-77.673402,(804) 369-3005,,https://beyondtheimagechristiancounseling.com,,6709 Lake Harbour Dr,,,VA,,"ADHD, Anger Management, Anxiety, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Grief, Life Transitions, OCD, PTSD/Trauma, Stress Management","Aetna, Anthem, BlueCross BlueShield, Cigna, Humana, Sentara Health Plans, Tricare, UnitedHealthcare",Yes,40.0,245.0,,Unknown,TheraNest,Unknown,,,,,,,](https://beyondtheimagechristiancounseling.com/education); ms of Service](https://policies.google.com/terms) apply,,4.2,5,2026-02-18,outscraper,enriched_full
The Counseling Center at Burke Community Church,the-counseling-center-at-burke-community-church-burke-va,publish,gd_place,Therapist,"The Counseling Center at Burke Community Church in Burke, VA. Specializes in ADHD, Addiction, Anger Management, Anxiety, Autism Spectrum. Accepts Out-of-Network. Telehealth available.","9900 Old Keene Mill Road Door #4, Burke, VA 22015",Burke,VA,22015,US,38.7703739,-77.2890812,(703) 250-2450,,http://burkecommunity.com/careandcounseling,,9900 Old Keene Mill Road Door #4,,,VA,,"ADHD, Addiction, Anger Management, Anxiety, Autism Spectrum, Child/Adolescent, Chronic Illness, Couples/Marriage, Depression, Eating Disorders, Family, Grief, Life Transitions, OCD, PTSD/Trauma, Stress Management",Out-of-Network,Unknown,60.0,70.0,,Yes - Video,,Unknown,,,"ACT, CBT, DBT, EMDR, Humanistic, IFS, Play Therapy",,,,s from dallas theological seminary in christian leadership and professional counseling. bob integrates insights from scripture and psychology to empower people for a healthy life enriched by a deeper; her MA in Clinical Mental Health Counseling from Liberty University. She is a Certified Clinical Trauma Professional. She uses a variety of evidence b; her MA in Professional Counseling from Liberty University. She uses a variety of evidence-based interventions with her clients including Cognitive Beh,,4.3,3,2026-02-18,outscraper,enriched_full
Grace Counseling Center,grace-counseling-center-fredericksburg-va,publish,gd_place,Therapist,"Grace Counseling Center in Fredericksburg, VA.","1125 Heatherstone Dr Ste 101, Fredericksburg, VA 22407",Fredericksburg,VA,22407,US,38.2933084,-77.5288453,(540) 548-4114,,http://www.marymannhart.com,,1125 Heatherstone Dr Ste 101,,,VA,,,,,,,,,,,,,,,,,,,4.1,9,2026-02-18,outscraper,cleaned
Northern Virginia Christian Counseling,northern-virginia-christian-counseling-manassas-va,publish,gd_place,Therapist,"Northern Virginia Christian Counseling in Manassas, VA. Specializes in Couples/Marriage, Family.","10620 Crestwood Dr Unit C, Manassas, VA 20109",Manassas,VA,20109,US,38.7796515,-77.5124913,(571) 377-8877,,https://novachristiancounseling.com,,10620 Crestwood Dr Unit C,,,VA,,"Couples/Marriage, Family",,Unknown,,,,Unknown,,Unknown,,,,,,,,,1.5,2,2026-02-18,outscraper,enriched_basic
Mount Vernon Family Therapy,mount-vernon-family-therapy-alexandria-va,publish,gd_place,Therapist,"Mount Vernon Family Therapy (PhD) in Alexandria, VA. Specializes in Anxiety, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders.","2560 Huntington Ave # 302, Alexandria, VA 22303",Alexandria,VA,22303,US,38.7977478,-77.0770873,(703) 768-6240,,https://www.mountvernontherapy.com/%3Futm_source%3DGoogle%26utm_medium%3Dmaps,,2560 Huntington Ave # 302,PhD,,VA,,"Anxiety, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, Grief, PTSD/Trauma, Stress Management",,Unknown,,,,Unknown,,Unknown,,,EMDR,,,,ma / Post-Traumatic Stress,,,0,2026-02-18,outscraper,enriched_basic
Valley Hope Counseling Center,valley-hope-counseling-center-waynesboro-va,publish,gd_place,Therapist,"Valley Hope Counseling Center in Waynesboro, VA. Specializes in Addiction, Anger Management, Anxiety, Child/Adolescent, Couples/Marriage.","201B Rosser Ave Ste 2, Waynesboro, VA 22980",Waynesboro,VA,22980,US,38.0724587,-78.9030597,(540) 941-8933,,http://valleyhopecc.org,,201B Rosser Ave Ste 2,,,VA,,"Addiction, Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, Grief, LGBTQ+, Life Transitions, PTSD/Trauma, Stress Management",,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,3,2026-02-18,outscraper,enriched_basic
Haymarket Counseling,haymarket-counseling-haymarket-va,publish,gd_place,Therapist,"Haymarket Counseling in Haymarket, VA. Specializes in Addiction, Anxiety, Couples/Marriage, Depression, Family. Currently accepting new patients.","15100 Washington St Suite 103, Haymarket, VA 20169",Haymarket,VA,20169,US,38.8129763,-77.63763809999999,(540) 200-8580,,http://haymarketcounseling.com,,15100 Washington St Suite 103,,,VA,,"Addiction, Anxiety, Couples/Marriage, Depression, Family",,Unknown,,,,Unknown,,Yes,,,,,,,,,5.0,1,2026-02-18,outscraper,enriched_basic
"Kelley Donovan, LCSW",kelley-donovan-lcsw-vienna-va,publish,gd_place,Therapist,"Kelley Donovan, LCSW (LCSW) in Vienna, VA. Specializes in Anger Management, Anxiety, Couples/Marriage, Depression, Stress Management. Currently accepting new patients.","8321 Old Courthouse Rd Ste 210, Vienna, VA 22182",Vienna,VA,22182,US,38.9139093,-77.2330726,(703) 939-7724,,https://kelleydonovan.com,,8321 Old Courthouse Rd STE 210,LCSW,,VA,,"Anger Management, Anxiety, Couples/Marriage, Depression, Stress Management",,Unknown,,,,Unknown,,Yes,,,"DBT, EFT",,,,,,5.0,2,2026-02-18,outscraper,enriched_basic
"Counseling of Alexandria, LLC",counseling-of-alexandria-llc-alexandria-va,publish,gd_place,Therapist,"Counseling of Alexandria, LLC in Alexandria, VA. Specializes in ADHD, Anxiety, Child/Adolescent, Couples/Marriage, Depression. Accepts Out-of-Network. Telehealth available.","119 Oronoco St 2Nd Floor, Alexandria, VA 22314",Alexandria,VA,22314,US,38.8090541,-77.0402999,(703) 650-9195,,http://www.counselingofalexandria.com,,119 Oronoco St 2nd Floor,,,VA,,"ADHD, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, Grief, OCD, PTSD/Trauma, Stress Management",Out-of-Network,Unknown,,,,Yes - Video,,Unknown,,,"CBT, DBT, EMDR, Play Therapy",,,,"ma Therapy](https://www.counselingofalexandria.com/what-we-treat/ptsd-trauma-therapy/); ma Informed Supportive Therapy](https://www.counselingofalexandria.com/how-we-treat/trauma-informed-sup; MSW
[Read More](https://www.counselingofalexandria.com/our-team/ally-noone/)",,4.2,5,2026-02-18,outscraper,enriched_full
Virginia Center-Family Relations,virginia-center-family-relations-staunton-va,publish,gd_place,Therapist,"Virginia Center-Family Relations in Staunton, VA. Specializes in Addiction, Anxiety, Couples/Marriage, Depression, Family.","100 Mactanly Pl Apt B, Staunton, VA 24401",Staunton,VA,24401,US,38.168553,-79.05556,(540) 885-3481,,https://www.vcfr.us,,100 Mactanly Pl Apt B,,,VA,,"Addiction, Anxiety, Couples/Marriage, Depression, Family",,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
Bergen Marriage & Couples Counseling,bergen-marriage-couples-counseling-teaneck-nj,publish,gd_place,Therapist,"Bergen Marriage & Couples Counseling in Teaneck, NJ. Specializes in Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression.","1299 Wellington Ave, Teaneck, Nj 07666",Teaneck,NJ,07666,US,40.9026126,-74.0170904,(201) 837-0066,,http://www.marriagecounselornj.com,,1299 Wellington Ave,,,NJ,,"Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, Grief",,Unknown,,,,Unknown,,Unknown,,,,,,,"](https://www.marriagecounselornj.com/credentials_counseling_marriage_teaneck_bergen_nj.html); program for: complaining & arguing diplomatically without fighting.** **[click here](https://www.marriagecounselornj.com/communication_couples_counseling_marriage_teaneck_bergen_nj.html)**; center in teaneck, new jersey. for a full description of dr. gross' credentials, resume, and theoretical orientation, [please click here](https://www.marriagecounselornj.com/credentials_counseling_mar",,5.0,1,2026-02-18,outscraper,enriched_basic
Bright Horizons Counseling Services,bright-horizons-counseling-services-stafford-va,publish,gd_place,Therapist,"Bright Horizons Counseling Services in Stafford, VA. Specializes in Anger Management, Child/Adolescent, Couples/Marriage, Family. Accepts Anthem, Beacon Health, BlueCross BlueShield and 5 more. Telehealth available.","306 Garrisonville Rd #201, Stafford, VA 22554",Stafford,VA,22554,US,38.4754083,-77.420327,(540) 602-7615,,http://www.bhcounseling.net,,306 Garrisonville Rd #201,,,VA,,"Anger Management, Child/Adolescent, Couples/Marriage, Family","Anthem, Beacon Health, BlueCross BlueShield, CareFirst, Horizon BCBS, Self-Pay Only, Tricare, UnitedHealthcare",Unknown,75.0,75.0,,Yes - Video,,Unknown,,,,,,,ms of Use](https://bhcounseling.net/terms-of-use/); ms of Use](https://bhcounseling.net/terms-of-use/) | [Disclaimer](https://bhcounseling.net/disclaimer/),,4.2,5,2026-02-18,outscraper,enriched_full
Family Focus Counseling Service PC,family-focus-counseling-service-pc-warrenton-va,publish,gd_place,Therapist,"Family Focus Counseling Service PC in Warrenton, VA. Specializes in Addiction, Anger Management, Child/Adolescent, Couples/Marriage, Family.","170 W Shirley Ave Ste 206 Suite 206, Warrenton, VA 20186",Warrenton,VA,20186,US,38.7112357,-77.8042937,(540) 349-4537,,http://www.familyfocusva.com,,170 W Shirley Ave Ste 206 Suite 206,,,VA,,"Addiction, Anger Management, Child/Adolescent, Couples/Marriage, Family",,Unknown,,,,Unknown,,Unknown,,,,,,,ms ](https://www.familyfocusva.com/); ms ](https://www.familyfocusva.com/new-client-forms),,5.0,2,2026-02-18,outscraper,enriched_basic
Virginia Couples Intensives,virginia-couples-intensives-vienna-va,publish,gd_place,Therapist,"Virginia Couples Intensives in Vienna, VA. Specializes in Couples/Marriage. Currently accepting new patients.","120 Beulah Rd NE, Vienna, VA 22180",Vienna,VA,22180,US,38.9076815,-77.2592908,(703) 577-5320,,http://www.virginiacouplesintensives.com,,120 Beulah Rd NE,,,VA,,Couples/Marriage,,Unknown,,,,Unknown,,Yes,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
"Open Heart Counseling, LLC",open-heart-counseling-llc-annandale-va,publish,gd_place,Therapist,"Open Heart Counseling, LLC in Annandale, VA. Specializes in Anxiety, Child/Adolescent, Family, Grief, Life Transitions. Accepts Out-of-Network. Telehealth available.","5015 Dodson Dr, Annandale, VA 22003",Annandale,VA,22003,US,38.8144901,-77.179565,(703) 256-0007,,https://openheartcounseling.com,,5015 Dodson Dr,,,VA,,"Anxiety, Child/Adolescent, Family, Grief, Life Transitions",Out-of-Network,Unknown,,,,Yes - Video,,Unknown,,,"Mindfulness-Based, Somatic",,,,"](https://openheartcounseling.com/#credentials); and spiritually based therapy; from Catholic University in 2004 with a Master’s in Social Work. In 2007, Louise began her own private practice, Open Heart Counseling",,4.3,6,2026-02-18,outscraper,enriched_full
